Customer_ID,First_Name,Last_Name,Gender,DOB,Email,Phone,City,State,Occupation,Annual_Income,Marital_Status,Customer_Segment,Join_Date
C00051,Yashica,Issac,Male,1988-07-09,yashica.issac864@email.com,8303029031,Jaipur,Rajasthan,Doctor,1736406,Single,VIP,2019-11-21
C00052,Kashvi,Edwin,Male,2004-06-11,kashvi.edwin272@email.com,6164313410,Lucknow,Uttar Pradesh,Doctor,1374483,Widowed,Premium,2023-03-06
C00053,Aadi,Naik,Male,1978-02-21,aadi.naik119@email.com,7654401763,Lucknow,Uttar Pradesh,Business Owner,4460737,Widowed,VIP,2022-09-30
C00054,Anirudh,Choudhury,Female,1993-04-04,anirudh.choudhury948@email.com,9463937792,Pune,Maharashtra,Student,185803,Single,Retail,2026-06-29
C00055,Janani,Mohanty,Female,1958-09-12,janani.mohanty681@email.com,9954680709,Pune,Maharashtra,Data Analyst,881913,Single,Premium,2020-08-16
C00056,Dalbir,Khosla,Male,1984-09-09,dalbir.khosla683@email.com,7754034197,Hyderabad,Telangana,Teacher,677358,Married,Premium,2026-01-21
C00057,Farhan,Chada,Male,1961-03-22,farhan.chada963@email.com,7628416575,Bengaluru,Karnataka,Sales Executive,433470,Single,Retail,2024-10-24
C00058,Vedika,Biswas,Female,1993-10-01,vedika.biswas1@email.com,7305132983,Pune,Maharashtra,Retired,307784,Married,Retail,2025-01-22
C00059,Jeremiah,Dave,Male,1977-10-24,jeremiah.dave453@email.com,8901796894,Chennai,Tamil Nadu,Retired,493254,Married,Retail,2024-03-14
C00060,Vaishnavi,Gandhi,Male,1975-05-23,vaishnavi.gandhi635@email.com,7439622619,Jaipur,Rajasthan,Teacher,448785,Married,Retail,2020-11-04
C00061,Pallavi,Kakar,Male,1957-04-23,pallavi.kakar48@email.com,7051590706,Bengaluru,Karnataka,Doctor,1471105,Single,Premium,2026-06-29
C00062,Sai,Muni,Other,1966-07-13,sai.muni714@email.com,7649174966,Lucknow,Uttar Pradesh,Accountant,834572,Single,Premium,2021-12-25
C00063,Kashvi,Sarma,Female,1990-05-30,kashvi.sarma225@email.com,6755427535,Delhi,Delhi,Student,196860,Married,Retail,2026-03-30
C00064,Zansi,Seth,Female,1960-11-28,zansi.seth869@email.com,6521231222,Jaipur,Rajasthan,Accountant,452657,Single,Retail,2019-08-14
C00065,Yug,Kar,Male,1975-09-10,yug.kar774@email.com,9828645201,Lucknow,Uttar Pradesh,Sales Executive,886075,Single,Premium,2019-02-18
C00066,Hamsini,Bail,Male,1958-12-06,hamsini.bail762@email.com,9700092464,Ahmedabad,Gujarat,Government Employee,974485,Married,Premium,2023-08-05
C00067,Victor,Kannan,Male,1989-04-09,victor.kannan245@email.com,7179387055,Jaipur,Rajasthan,Doctor,2606027,Married,VIP,2018-08-26
C00068,Ekavir,Bhargava,Male,1960-03-27,ekavir.bhargava554@email.com,6346078411,Chennai,Tamil Nadu,Data Analyst,784913,Single,Premium,2020-07-15
C00069,Ekansh,Balay,Male,1991-01-29,ekansh.balay339@email.com,8330497115,Delhi,Delhi,Software Engineer,1048691,Single,Premium,2025-11-25
C00070,Ganga,Bobal,Male,2002-04-27,ganga.bobal21@email.com,9679636056,Lucknow,Uttar Pradesh,Government Employee,808396,Divorced,Premium,2022-12-18
C00071,Wazir,Mallick,Female,1969-02-05,wazir.mallick400@email.com,9665531029,Chennai,Tamil Nadu,Accountant,406182,Single,Retail,2024-04-12
C00072,Vedika,Kala,Female,1978-11-14,vedika.kala447@email.com,8085816511,Ahmedabad,Gujarat,Sales Executive,531251,Single,Premium,2023-03-06
C00073,Kevin,Solanki,Male,1983-09-07,kevin.solanki942@email.com,6548157187,Mumbai,Maharashtra,Government Employee,1159359,Married,Premium,2020-08-27
C00074,Urvashi,Ray,Other,1971-08-05,urvashi.ray86@email.com,8760588734,Lucknow,Uttar Pradesh,Government Employee,1020644,Married,Premium,2020-03-17
C00075,Girindra,Chatterjee,Male,1976-05-15,girindra.chatterjee466@email.com,7403792057,Pune,Maharashtra,Student,68198,Single,Retail,2024-03-12
C00076,Raagini,Pandya,Male,1981-03-26,raagini.pandya768@email.com,8316787198,Delhi,Delhi,Government Employee,664525,Married,Premium,2022-03-12
C00077,Nirja,Sibal,Male,1983-04-23,nirja.sibal973@email.com,7062073697,Kolkata,West Bengal,Teacher,709591,Married,Premium,2025-12-08
C00078,Chatura,Chaudhari,Male,2003-09-26,chatura.chaudhari118@email.com,8422230882,Mumbai,Maharashtra,Software Engineer,1100265,Married,Premium,2019-02-08
C00079,Neha,Nori,Female,1975-08-24,neha.nori622@email.com,9212316223,Chennai,Tamil Nadu,Doctor,2608301,Single,VIP,2025-05-26
C00080,Ikbal,Kothari,Female,1956-05-30,ikbal.kothari320@email.com,8473028098,Lucknow,Uttar Pradesh,Doctor,1226699,Single,Premium,2020-03-21
C00081,Ranveer,Yadav,Female,1981-01-24,ranveer.yadav643@email.com,7043030161,Lucknow,Uttar Pradesh,Data Analyst,579688,Married,Premium,2022-05-28
C00082,Logan,Sami,Male,1956-03-20,logan.sami580@email.com,9361393222,Delhi,Delhi,Retired,572328,Married,Premium,2020-02-25
C00083,Arya,Shere,Male,1971-01-11,arya.shere13@email.com,9648899533,Jaipur,Rajasthan,Business Owner,1378451,Married,Premium,2020-09-18
C00084,Faqid,Savant,Male,1974-06-24,faqid.savant446@email.com,6756502473,Ahmedabad,Gujarat,Government Employee,779781,Married,Premium,2025-06-18
C00085,Guneet,Bedi,Female,1964-04-03,guneet.bedi477@email.com,7870778191,Jaipur,Rajasthan,Retired,573729,Married,Premium,2024-02-20
C00086,Alexander,Chander,Female,1968-04-03,alexander.chander462@email.com,7047385483,Delhi,Delhi,Business Owner,2859362,Single,VIP,2026-06-21
C00087,Warjas,Ganesan,Female,1968-10-10,warjas.ganesan333@email.com,6780996231,Kolkata,West Bengal,Government Employee,752737,Married,Premium,2022-01-17
C00088,Vedika,Srivastava,Male,1983-04-05,vedika.srivastava283@email.com,8387104291,Lucknow,Uttar Pradesh,Business Owner,3145945,Married,VIP,2020-05-29
C00089,Nandini,Bhargava,Male,1993-06-30,nandini.bhargava777@email.com,7032183433,Pune,Maharashtra,Data Analyst,1255053,Married,Premium,2019-12-28
C00090,Ladli,Agate,Female,1963-08-21,ladli.agate227@email.com,7736889606,Kolkata,West Bengal,Accountant,869945,Single,Premium,2021-11-28
C00091,Alka,Sha,Female,1985-09-09,alka.sha353@email.com,7827524957,Ahmedabad,Gujarat,Retired,343472,Married,Retail,2021-01-06
C00092,Pallavi,Sur,Other,1970-03-02,pallavi.sur237@email.com,6518213060,Hyderabad,Telangana,Business Owner,4606291,Single,VIP,2019-11-27
C00093,Ranveer,Minhas,Female,1985-06-14,ranveer.minhas496@email.com,7187556862,Bengaluru,Karnataka,Sales Executive,494143,Single,Retail,2020-06-10
C00094,Dalbir,Bhat,Female,1956-11-26,dalbir.bhat304@email.com,6977032766,Delhi,Delhi,Retired,298372,Married,Retail,2024-12-13
C00095,Dipta,Bhandari,Male,1986-08-07,dipta.bhandari56@email.com,8376658660,Hyderabad,Telangana,Sales Executive,432731,Single,Retail,2019-01-06
C00096,Vansha,Thakkar,Male,1996-09-19,vansha.thakkar481@email.com,8056061866,Kolkata,West Bengal,Accountant,507570,Married,Premium,2026-05-30
C00097,Nakul,Bhandari,Male,1994-07-17,nakul.bhandari67@email.com,7721025347,Ahmedabad,Gujarat,Doctor,2973553,Single,VIP,2022-11-28
C00098,Faris,Grewal,Female,1968-09-30,faris.grewal972@email.com,7304963614,Mumbai,Maharashtra,Student,39774,Married,Retail,2019-03-04
C00099,Ekansh,Keer,Male,1990-06-14,ekansh.keer634@email.com,6969318858,Lucknow,Uttar Pradesh,Sales Executive,736390,Married,Premium,2022-01-09
C00100,Jagdish,Koshy,Female,1980-12-28,jagdish.koshy313@email.com,8442244963,Lucknow,Uttar Pradesh,Accountant,711797,Widowed,Premium,2023-07-07
C00101,Balveer,Bumb,Female,1966-06-30,balveer.bumb84@email.com,6674555072,Bengaluru,Karnataka,Data Analyst,1155900,Single,Premium,2022-02-26
C00102,Diya,Lal,Male,1970-07-11,diya.lal609@email.com,8018258729,Pune,Maharashtra,Software Engineer,605611,Married,Premium,2020-04-29
C00103,Dipta,Khare,Male,1991-03-19,dipta.khare240@email.com,9968167735,Ahmedabad,Gujarat,Doctor,2474271,Single,VIP,2020-11-06
C00104,Meghana,Deep,Male,1964-10-22,meghana.deep664@email.com,6639904576,Delhi,Delhi,Data Analyst,945790,Married,Premium,2024-04-20
C00105,Charita,Shankar,Female,1996-07-06,charita.shankar845@email.com,8444725646,Hyderabad,Telangana,Student,43495,Married,Retail,2021-04-12
C00106,Elijah,Andra,Female,1977-06-14,elijah.andra513@email.com,8319203166,Pune,Maharashtra,Accountant,718862,Divorced,Premium,2022-06-27
C00107,Harish,Borah,Female,1999-10-09,harish.borah27@email.com,6392245997,Chennai,Tamil Nadu,Student,113253,Married,Retail,2023-03-01
C00108,Tanay,Toor,Male,1961-10-30,tanay.toor782@email.com,9248149900,Hyderabad,Telangana,Retired,160876,Married,Retail,2020-11-04
C00109,Kevin,Palla,Male,1971-09-19,kevin.palla447@email.com,8726379588,Mumbai,Maharashtra,Accountant,691668,Widowed,Premium,2026-01-30
C00110,Ekapad,Konda,Female,1999-12-14,ekapad.konda108@email.com,9683935600,Chennai,Tamil Nadu,Business Owner,4225472,Single,VIP,2021-09-25
C00111,Bhavani,Dugar,Male,1978-08-26,bhavani.dugar564@email.com,6157612991,Pune,Maharashtra,Accountant,702218,Married,Premium,2022-04-26
C00112,Chasmum,Wadhwa,Male,1985-04-07,chasmum.wadhwa845@email.com,6004943787,Pune,Maharashtra,Business Owner,1772420,Married,VIP,2018-08-28
C00113,Chandani,Chawla,Female,1970-12-25,chandani.chawla638@email.com,9248898619,Bengaluru,Karnataka,Government Employee,456837,Married,Retail,2026-07-30
C00114,Krish,Lalla,Female,1977-07-21,krish.lalla295@email.com,7881694278,Jaipur,Rajasthan,Data Analyst,780028,Single,Premium,2019-07-28
C00115,Hredhaan,Dugal,Female,1974-06-16,hredhaan.dugal727@email.com,6680229045,Lucknow,Uttar Pradesh,Student,165156,Married,Retail,2020-11-27
C00116,Baghyawati,Kade,Male,2004-10-31,baghyawati.kade935@email.com,6487311805,Bengaluru,Karnataka,Government Employee,497736,Widowed,Retail,2024-09-10
C00117,Hemal,Jani,Male,1997-09-14,hemal.jani280@email.com,7784517419,Hyderabad,Telangana,Software Engineer,1645169,Married,VIP,2024-06-08
C00118,Aishani,Tiwari,Female,1975-04-15,aishani.tiwari944@email.com,8574307168,Mumbai,Maharashtra,Accountant,978043,Single,Premium,2022-09-29
C00119,Zayan,Behl,Female,1997-07-07,zayan.behl807@email.com,8180716723,Pune,Maharashtra,Doctor,2620417,Single,VIP,2019-05-17
C00120,Pallavi,Malhotra,Male,2005-03-18,pallavi.malhotra676@email.com,8102989254,Lucknow,Uttar Pradesh,Doctor,2756314,Married,VIP,2018-12-18
C00121,Aarush,Nath,Female,1976-11-14,aarush.nath557@email.com,7620104855,Chennai,Tamil Nadu,Accountant,761888,Married,Premium,2025-02-23
C00122,Kalpit,Lala,Male,1985-05-10,kalpit.lala795@email.com,7764265618,Pune,Maharashtra,Data Analyst,1099573,Single,Premium,2019-12-19
C00123,Riya,Sane,Male,1957-12-22,riya.sane38@email.com,6542223599,Mumbai,Maharashtra,Government Employee,804832,Married,Premium,2023-05-12
C00124,Aditya,Choudhury,Female,1968-03-02,aditya.choudhury933@email.com,7962491159,Ahmedabad,Gujarat,Teacher,758327,Single,Premium,2019-03-25
C00125,Manthan,Banik,Male,1996-01-15,manthan.banik272@email.com,7454109425,Ahmedabad,Gujarat,Software Engineer,756926,Married,Premium,2025-09-08
C00126,Kala,Divan,Female,1979-09-18,kala.divan880@email.com,8291890389,Chennai,Tamil Nadu,Teacher,746570,Married,Premium,2022-03-31
C00127,Joshua,Barman,Male,1984-09-28,joshua.barman241@email.com,8710815922,Kolkata,West Bengal,Accountant,967296,Married,Premium,2021-03-18
C00128,Janya,Baral,Female,1987-04-20,janya.baral721@email.com,9747699292,Delhi,Delhi,Teacher,527526,Married,Premium,2026-03-27
C00129,Ishita,Kade,Male,1994-08-22,ishita.kade816@email.com,6241030242,Kolkata,West Bengal,Doctor,2894617,Single,VIP,2024-05-23
C00130,Zaid,Chauhan,Male,1982-01-07,zaid.chauhan699@email.com,9403845222,Jaipur,Rajasthan,Software Engineer,1112119,Single,Premium,2021-08-06
C00131,Niharika,Dubey,Male,1994-07-03,niharika.dubey510@email.com,9920570781,Lucknow,Uttar Pradesh,Retired,350563,Married,Retail,2026-06-19
C00132,Warjas,Gaba,Female,1990-12-20,warjas.gaba921@email.com,9455872736,Hyderabad,Telangana,Doctor,1963789,Married,VIP,2025-05-24
C00133,Peter,Sachar,Male,1986-09-02,peter.sachar354@email.com,8523601252,Delhi,Delhi,Sales Executive,465649,Single,Retail,2018-10-20
C00134,Praneel,Natarajan,Male,1977-08-28,praneel.natarajan394@email.com,9665047890,Hyderabad,Telangana,Doctor,1958054,Single,VIP,2025-03-30
C00135,Nisha,Kothari,Male,1990-01-30,nisha.kothari717@email.com,7268006448,Lucknow,Uttar Pradesh,Retired,338197,Single,Retail,2020-11-09
C00136,Nathaniel,Chokshi,Male,1963-01-30,nathaniel.chokshi797@email.com,9198328318,Lucknow,Uttar Pradesh,Doctor,1016982,Married,Premium,2021-11-04
C00137,Balvan,Singhal,Female,1966-12-08,balvan.singhal361@email.com,6940617318,Bengaluru,Karnataka,Doctor,2626846,Married,VIP,2020-06-25
C00138,Ryan,Sharma,Female,1966-04-13,ryan.sharma452@email.com,6143299564,Kolkata,West Bengal,Software Engineer,803767,Single,Premium,2021-07-25
C00139,Dalaja,Kari,Female,1959-06-15,dalaja.kari426@email.com,6754368373,Hyderabad,Telangana,Teacher,776906,Single,Premium,2020-06-26
C00140,Arjun,Hans,Male,1971-02-12,arjun.hans264@email.com,9925810350,Hyderabad,Telangana,Sales Executive,826169,Married,Premium,2021-12-23
C00141,Falguni,Mallick,Female,1975-03-19,falguni.mallick145@email.com,9239055974,Ahmedabad,Gujarat,Business Owner,1766113,Widowed,VIP,2025-12-10
C00142,Ekaraj,Mallick,Female,1961-09-09,ekaraj.mallick405@email.com,6059780189,Chennai,Tamil Nadu,Government Employee,984384,Single,Premium,2021-07-29
C00143,Yashodhara,Ratta,Male,1997-12-22,yashodhara.ratta654@email.com,7595467139,Lucknow,Uttar Pradesh,Business Owner,2999169,Single,VIP,2024-05-15
C00144,Garima,Bala,Male,1990-12-15,garima.bala625@email.com,6950764876,Jaipur,Rajasthan,Student,162410,Single,Retail,2019-07-28
C00145,Advika,Gokhale,Female,1964-12-25,advika.gokhale47@email.com,6159824875,Pune,Maharashtra,Doctor,2361553,Single,VIP,2023-07-12
C00146,Alka,Barad,Male,1974-06-19,alka.barad465@email.com,7593482331,Jaipur,Rajasthan,Teacher,423102,Single,Retail,2019-07-06
C00147,Radha,Pai,Female,1957-08-30,radha.pai159@email.com,9802823261,Lucknow,Uttar Pradesh,Sales Executive,739486,Married,Premium,2024-10-14
C00148,Dipta,Sarin,Male,1998-12-04,dipta.sarin380@email.com,6933166190,Hyderabad,Telangana,Retired,363970,Single,Retail,2023-09-30
C00149,Yasti,D’Alia,Male,1990-02-09,yasti.d’alia661@email.com,7540492440,Chennai,Tamil Nadu,Teacher,659493,Married,Premium,2021-11-12
C00150,Ranveer,Kumar,Male,1988-05-08,ranveer.kumar218@email.com,8756099698,Ahmedabad,Gujarat,Teacher,797554,Single,Premium,2018-12-19
C00151,Rajata,Agarwal,Female,2004-07-15,rajata.agarwal211@email.com,6294678352,Mumbai,Maharashtra,Business Owner,2843203,Married,VIP,2023-01-05
C00152,Ronith,Patla,Female,1970-05-04,ronith.patla152@email.com,9387199116,Bengaluru,Karnataka,Retired,263220,Single,Retail,2022-04-04
C00153,Ekaraj,Narayanan,Female,2005-03-21,ekaraj.narayanan179@email.com,6472130062,Jaipur,Rajasthan,Software Engineer,872613,Single,Premium,2023-11-22
C00154,Dipta,Dash,Female,2004-06-03,dipta.dash17@email.com,6748381742,Bengaluru,Karnataka,Student,93911,Married,Retail,2024-09-17
C00155,Charita,Tripathi,Male,1997-01-08,charita.tripathi797@email.com,7554945552,Delhi,Delhi,Sales Executive,419169,Married,Retail,2021-03-21
C00156,Nilima,Narain,Female,1998-12-23,nilima.narain803@email.com,9903058753,Lucknow,Uttar Pradesh,Sales Executive,532311,Single,Premium,2022-01-05
C00157,Chakrika,Datta,Female,1972-03-16,chakrika.datta868@email.com,7724932977,Kolkata,West Bengal,Accountant,432663,Widowed,Retail,2020-03-22
C00158,Osha,Raghavan,Male,1998-12-03,osha.raghavan152@email.com,6282103057,Delhi,Delhi,Accountant,477060,Single,Retail,2024-05-08
C00159,Owen,Mitra,Male,1965-09-29,owen.mitra612@email.com,8278724262,Chennai,Tamil Nadu,Retired,437496,Single,Retail,2022-01-16
C00160,Aadi,Modi,Male,1972-10-12,aadi.modi667@email.com,9769719482,Delhi,Delhi,Government Employee,503996,Married,Premium,2021-01-11
C00161,Shivansh,Sani,Female,1959-05-03,shivansh.sani848@email.com,7947762953,Bengaluru,Karnataka,Government Employee,873489,Single,Premium,2025-04-10
C00162,Ekanta,Shroff,Male,1959-07-04,ekanta.shroff384@email.com,6655579180,Chennai,Tamil Nadu,Business Owner,4379955,Married,VIP,2022-05-07
C00163,Riya,Kala,Female,1975-07-14,riya.kala99@email.com,9197985262,Delhi,Delhi,Teacher,736088,Single,Premium,2022-12-09
C00164,Urvashi,Gara,Female,1996-10-31,urvashi.gara687@email.com,6524979361,Jaipur,Rajasthan,Student,153738,Married,Retail,2024-03-11
C00165,Frado,Mander,Male,1963-01-16,frado.mander107@email.com,8482141132,Lucknow,Uttar Pradesh,Student,75400,Single,Retail,2022-12-22
C00166,Gautami,Chander,Female,1995-09-10,gautami.chander570@email.com,7578662692,Delhi,Delhi,Accountant,635137,Single,Premium,2025-07-20
C00167,Wahab,Mukherjee,Male,1987-10-25,wahab.mukherjee998@email.com,9296097622,Pune,Maharashtra,Data Analyst,1346432,Married,Premium,2020-07-01
C00168,Rushil,Din,Female,1965-09-08,rushil.din850@email.com,8978436070,Lucknow,Uttar Pradesh,Sales Executive,327529,Divorced,Retail,2018-10-18
C00169,Chakradhar,Konda,Male,1994-03-26,chakradhar.konda186@email.com,9736031885,Chennai,Tamil Nadu,Doctor,2932604,Single,VIP,2022-08-19
C00170,Elijah,Shah,Male,1963-01-27,elijah.shah544@email.com,6923988689,Kolkata,West Bengal,Teacher,374383,Single,Retail,2022-02-11
C00171,Robert,Rajagopalan,Male,1976-02-24,robert.rajagopalan796@email.com,8437795758,Hyderabad,Telangana,Software Engineer,1376057,Married,Premium,2022-10-17
C00172,Mugdha,Kohli,Female,2002-05-23,mugdha.kohli678@email.com,7821129578,Delhi,Delhi,Software Engineer,704359,Single,Premium,2019-11-05
C00173,Abdul,Chhabra,Male,1977-01-16,abdul.chhabra441@email.com,6476267947,Jaipur,Rajasthan,Doctor,1452080,Single,Premium,2025-03-18
C00174,Pavani,Kanda,Male,1961-10-21,pavani.kanda405@email.com,8574081104,Hyderabad,Telangana,Accountant,952530,Single,Premium,2020-02-01
C00175,Zarna,Shetty,Male,1992-03-11,zarna.shetty297@email.com,7409274786,Mumbai,Maharashtra,Data Analyst,1304624,Married,Premium,2019-01-07
C00176,Zaid,Dara,Male,1974-01-09,zaid.dara236@email.com,8148610411,Pune,Maharashtra,Software Engineer,870922,Married,Premium,2022-06-22
C00177,Kiaan,Shetty,Female,1963-02-20,kiaan.shetty471@email.com,9956362540,Kolkata,West Bengal,Teacher,508179,Single,Premium,2024-04-08
